scenario_type,cars_N,cars_S,cars_E,cars_W,wait_N,wait_S,wait_E,wait_W,phase_flag,rush_flag,ped_flag,best_green_time
very_heavy,24,21,2,5,826.0,642.0,3.0,18.0,0,0,0,45
very_heavy,4,8,13,36,8.0,47.0,386.0,1319.0,1,0,0,40
very_heavy,27,18,0,11,930.0,626.0,0.0,141.0,0,0,0,50
very_heavy,6,2,12,38,14.0,3.0,343.0,1538.0,1,0,0,45
very_heavy,25,15,2,0,969.0,476.0,4.0,0.0,0,0,0,30
very_heavy,15,11,10,27,213.0,164.0,260.0,684.0,1,0,0,40
very_heavy,31,22,1,17,1005.0,666.0,2.0,295.0,0,0,0,40
very_heavy,7,4,11,37,79.0,7.0,325.0,1183.0,1,0,0,30
very_heavy,26,13,2,9,723.0,356.0,3.0,52.0,0,0,0,35
very_heavy,3,8,15,38,7.0,60.0,382.0,1064.0,1,0,0,45
very_heavy,27,21,2,5,1092.0,734.0,3.0,76.0,0,0,0,40
very_heavy,13,6,10,33,249.0,26.0,242.0,1009.0,1,0,0,35
very_heavy,29,15,1,1,880.0,460.0,2.0,2.0,0,0,0,40
very_heavy,5,1,15,34,16.0,2.0,429.0,1116.0,1,0,0,40
very_heavy,27,22,1,13,842.0,671.0,2.0,115.0,0,0,0,40
very_heavy,15,2,10,37,389.0,2.0,291.0,1198.0,1,0,0,40
very_heavy,31,18,2,9,946.0,593.0,13.0,165.0,0,0,0,35
very_heavy,16,7,10,36,223.0,30.0,240.0,992.0,1,0,0,40
very_heavy,31,22,1,8,935.0,696.0,3.0,96.0,0,0,0,40
very_heavy,6,9,7,38,109.0,102.0,140.0,1226.0,1,0,0,45
very_heavy,29,19,5,2,1062.0,651.0,47.0,4.0,0,0,0,45
very_heavy,6,8,15,32,32.0,65.0,451.0,1178.0,1,0,0,35
very_heavy,25,22,1,5,721.0,680.0,9.0,22.0,0,0,0,35
very_heavy,8,11,10,36,44.0,174.0,237.0,962.0,1,0,0,45
very_heavy,28,24,6,3,1046.0,877.0,63.0,3.0,0,0,0,40
